res_space_heating_kwh,res_space_cooling_kwh,res_heating_load_kwh,res_cooling_load_kwh,res_space_heating_mbtu,res_space_cooling_mbtu,fips,com_space_heating_kwh,com_space_cooling_kwh,com_space_heating_mbtu,com_space_cooling_mbtu,total_space_heating_kwh,total_space_heating_mbtu,total_space_cooling_kwh,total_space_cooling_mbtu
208698618.5294264,4891666.5883627245,180842875.81659064,22316146.59692774,712109.321626234,16691.061016149164,08051,29555049.09240974,4432339.413315163,100846.02432027315,15123.771470428026,238253667.62183613,812955.3459465072,9324006.001677888,31814.83248657719
13207655.90408831,843520.4795292265,11058585.132117648,4582345.464912487,45066.39743188769,2878.211656061814,08053,,,,,13207655.90408831,45066.39743188769,843520.4795292265,2878.211656061814
70995869.43054086,5219083.387601208,55870056.37163947,23305209.409005947,242247.98791046455,17808.25362833636,08055,7097147.658073962,2423136.644068739,24216.475604315805,8268.086314965994,78093017.08861482,266464.46351478033,7642220.031669946,26076.339943302355
27863992.7696967,638086.6620616477,23005680.485933617,2952215.538161118,95075.90001717844,2177.2422992603547,08057,,,,,27863992.7696967,95075.90001717844,638086.6620616477,2177.2422992603547
4014188360.056474,218808375.0430606,3352975444.5307837,847887968.647282,13696980.699259818,746605.2464361789,08059,465205793.9557173,153443755.42356774,1587348.2281996491,523571.88251848327,4479394154.012192,15284328.927459467,372252130.4666283,1270177.128954662
29974177.71962188,3002101.2372308793,24831096.742060736,12819142.483793665,102276.15071258605,10243.595719807447,08061,1421179.544231716,307211.02869415237,4849.266412413896,1048.2476538705225,31395357.2638536,107125.41712499995,3309312.2659250316,11291.84337367797
86158162.46835783,1920291.721758257,73206756.37749676,9282558.151152417,293983.8848011074,6552.308036063662,08063,7792786.905386223,1479746.1799940013,26590.09549691836,5049.104090097091,93950949.37374406,320573.98029802577,3400037.901752258,11601.412126160754
122998584.11826052,745309.6320766776,90144155.44752653,2504802.6360120936,419688.6348104497,2543.102298613379,08065,35901575.91047432,2231098.4325896073,122501.27503031767,7612.824667973167,158900160.02873483,542189.9098407673,2976408.064666285,10155.926966586547
345492917.28937584,28259816.546496063,292285091.7536489,107888671.78148063,1178870.8937856054,96426.50695059416,08067,42325241.92381962,10988449.68883903,144419.73562842573,37494.150698174584,387818159.21319544,1323290.629414031,39248266.2353351,133920.65764876877
2830250775.1652083,164171353.06489226,2393444722.458502,578919582.0822027,9657217.540473765,560175.9689895476,08069,481884811.6145973,124007590.93065618,1644259.4048722554,423131.50933331106,3312135586.7798057,11301476.94534602,288178943.9955484,983307.4783228586
99316854.87190983,14899451.290010437,80660846.92362556,46606090.160275,338883.21181634814,50839.04352359879,08071,10569327.196467433,2933822.526668944,36064.04523880878,10010.619063793223,109886182.06837726,374947.2570551569,17833273.81667938,60849.66258739201
51754561.990074016,1304912.7700902622,43667854.05775597,4719372.3188458355,176593.91465793512,4452.547669161328,08073,5133475.282207553,1168121.3634170939,17516.146616382244,3985.7959652127297,56888037.27228157,194110.06127431738,2473034.133507356,8438.343634374056
213175159.78715515,8767446.9829894,179074228.8422588,27995416.50932946,727383.9160664631,29915.774083431417,08075,15903462.03593087,3869409.0883902786,54264.87075820523,13202.973265678182,229078621.82308602,781648.7868246684,12636856.07137968,43118.7473491096
872861183.0904605,101904611.35605152,730592201.1027106,376916098.3996271,2978326.3029926503,347713.00440166035,08077,108457539.44952747,50326297.34291736,370072.52557238954,171720.47286825674,981318722.539988,3348398.8285650397,152230908.6989689,519433.4772699171
6325303.691747006,191241.49847154587,5099158.814056236,1620762.9952551483,21582.834389365013,652.5431490776974,08079,795013.4354358276,24282.614856465985,2712.6987336148754,82.85573002157156,7120317.127182834,24295.53312297989,215524.11332801185,735.398879099269
124048815.72396697,4020116.278816333,103011764.70565291,17859899.89920301,423272.1741820081,13717.20759983292,08081,7366274.846200611,1317622.103869494,25134.775786264647,4495.913720741463,131415090.57016759,448406.94996827276,5337738.382685827,18213.121320574384
155287812.9125153,8472814.440631753,134016095.07333651,38448131.48148701,529864.0685269358,28910.44601108611,08083,16873901.632149953,7452457.329632315,57576.148462927405,25428.842657646266,172161714.54466528,587440.2169898633,15925271.770264067,54339.28866873237
256866639.5860129,17354935.3611091,213724211.52523285,68780242.5911123,876465.4493302972,59217.503852925525,08085,22902973.61149287,6260469.894426442,78148.1981846665,21361.61226650803,279769613.1975058,954613.6475149638,23615405.255535543,80579.11611943356
324222179.19407123,6814796.773920189,263269815.09686726,29094824.612897236,1106292.1149596167,23253.05429375758,08087,27456864.015168276,6127857.316041333,93686.7188944443,20909.119318071906,351679043.2092395,1199978.8338540609,12942654.089961521,44162.17361182949
139027460.15397528,16103243.787253963,115194949.31013498,51820987.34759136,474381.4359447055,54946.55446272831,08089,18763774.046908744,7498583.033309145,64024.66150396729,25586.23010844153,157791234.200884,538406.0974486728,23601826.820563108,80532.78457116985
38043504.531196415,3564400.91585371,30813372.696044747,15749856.656474821,129809.8396380856,12162.242069822909,08091,3347741.716513103,804040.5187935047,11422.970116066452,2743.5004238771066,41391246.24770952,141232.80975415205,4368441.434647215,14905.742493700016
361388669.3729078,2277512.3908884097,286831337.8131789,9214931.744213793,1233109.4570914125,7771.19568447076,08093,9435059.48859248,243804.0875323784,32193.76275352492,831.8941668409047,370823728.8615003,1265303.2198449373,2521316.478420788,8603.089851311664
35038210.02219143,1770562.7563501077,29626752.783318978,7864958.223122115,119555.3480215403,6041.411544577969,08095,11646646.098218672,2362651.076004423,39740.010310868056,8061.700967779884,46684856.1204101,159295.35833240836,4133213.8323545307,14103.112512357853
173625708.28728968,4181128.1378263277,137780891.91879478,22401300.519620653,592435.5715268091,14266.602926459002,08097,30495406.72164267,7293526.355613302,104054.65808199925,24886.547606095086,204121115.00893235,696490.2296088084,11474654.49343963,39153.150532554086
75773642.65896042,4545941.697619358,64394460.764415964,16115592.75444089,258550.4286096305,15511.398595998311,08099,12898078.384786637,2939247.18121482,44010.074976022646,10029.1287554047,88671721.04374705,302560.50358565315,7485188.878834179,25540.527351403012
1104708822.1727214,98668691.663361,920616656.7104603,351847067.4052419,3769423.369906074,336671.5869096039,08101,223808363.70394337,93564842.17157322,763665.9177455007,319256.52769699617,1328517185.8766646,4533089.287651574,192233533.83493423,655928.1146066001
49308657.73429768,3792400.5205249814,40093518.15272087,15099635.495112171,168248.14201882193,12940.209096905151,08103,7754426.56561287,980195.2826324438,26459.20457044343,3344.565492072032,57063084.299910545,194707.34658926536,4772595.8031574255,16284.774588977183
82676786.61863092,2030069.309192573,66618539.30195041,15471687.175677964,282104.9360464685,6926.884752806965,08105,11536913.358392255,815245.8825477869,39365.58662053126,2781.7347161683706,94213699.97702317,321470.5226669998,2845315.19174036,9708.619468975336
269743046.7647338,10037091.84037452,224688985.4191838,47000352.8223432,920401.5790739122,34247.98262639919,08107,63691884.84739405,20583925.8399706,217325.7553469568,70235.27788344896,333434931.61212784,1137727.3344208691,30621017.680345118,104483.26050984814
83216875.31802495,2420145.1967985425,64547099.17084301,9739550.869604394,283947.79538139625,8257.879072094573,08109,5297147.951166732,423765.7880132443,18074.621004389955,1445.9490434430872,88514023.26919168,302022.41638578626,2843910.9848117866,9703.828115537659
4369602.134093647,600760.8631020805,3466545.2312263246,3654167.7075597136,14909.702965030565,2049.8813729468593,08111,3620152.2629291355,664424.1685850569,12352.473582735545,2267.1096114441534,7989754.397022782,27262.17654776611,1265185.0316871374,4316.990984391013
99424290.7267098,6616955.847115487,84668119.5639519,32359342.162534617,339249.798208817,22577.992958088333,08113,4069873.5134126157,1183143.906766737,13886.98634980275,4037.0550163228677,103494164.24012241,353136.7845586197,7800099.753882224,26615.047974411198
18791481.88988757,722601.9216830246,15510290.287298754,3068024.873023482,64119.204598724755,2465.620366255359,08115,,,,,18791481.88988757,64119.204598724755,722601.9216830246,2465.620366255359
561773285.511268,4177651.0196722997,484524897.62185705,13455951.90233218,1916850.2219709891,14254.73850556668,08117,46909267.643592454,4028540.6369105275,160061.08231594285,13745.952705909162,608682553.1548605,2076911.3042869319,8206191.656582827,28000.691211475838
187934901.03025508,11076963.053213865,154613125.8942988,37060406.38800148,641260.5690711766,37796.17086631926,08119,12204408.506865831,3384022.528145509,41643.17485143419,11546.765397231473,200139309.5371209,682903.7439226108,14460985.581359373,49342.936263550735
39181657.553083286,2105075.7150866077,32879206.860574864,7869357.842461249,133693.3793664927,7182.817260627048,08121,499300.1101652533,87950.91861429787,1703.6828764994877,300.10102334242754,39680957.66324854,135397.0622429922,2193026.6337009054,7482.918283969475
2133333970.4780142,124050093.0326766,1783980073.4983392,448740522.7654089,7279238.440694792,423276.5325407032,08123,297330724.4759806,52547897.00672593,1014534.6528749213,179300.88638832382,2430664694.9539948,8293773.093569714,176597990.03940254,602577.418929027
136422318.07906345,4503790.51020114,113223068.30697604,16278307.708386602,465492.3212549317,15367.57275905874,08125,16131450.156799588,2312476.653680086,55042.79860092246,7890.498714041277,152553768.23586303,520535.11985585414,6816267.163881226,23258.071473100015
7810933717.118901,573897925.5527691,6366377056.534056,1934750841.5159268,26652014.995397523,1958221.2154914765,09001,1230167355.6324775,398081299.21390474,4197505.7011825135,1358309.9204623313,9041101072.751379,30849520.696580034,971979224.7666738,3316531.1359538077
7903778874.52862,585914774.9314952,6399914361.293842,1958716206.7106097,26968815.856491834,1999224.4119643017,09003,1637635156.9741511,459018747.6253317,5587843.699788094,1566237.1475597946,9541414031.502771,32556659.556279927,1044933522.5568268,3565461.559524096
2273817491.5993876,114155066.30545238,1836865839.6876032,399376722.8187238,7758588.1634209175,389513.2962536189,09005,238295572.17861077,47133043.50268724,813098.3302446693,160824.63732334622,2512113063.7779984,8571686.493665587,161288109.80813962,550337.9335769651
1718811103.785428,110087689.60437925,1413119483.426212,378824681.6535843,5864827.557292618,375634.8293820658,09007,140542696.61226612,38788362.577571996,479551.63790397096,132351.40106216166,1859353800.397694,6344379.1951965885,148876052.18195125,507986.2304442275
7765599689.281038,494615090.09884953,6282404928.364914,1679574835.809419,26497328.85498278,1687696.9227600687,09009,1104525035.4131165,334341593.4340985,3768796.263384582,1140820.9933034116,8870124724.694155,30266125.118367363,828956683.532948,2828517.91606348
2779261533.9769955,150695746.17815885,2288004367.877647,468932930.5303753,9483235.009067332,514195.2847558353,09011,276112893.27351326,106597110.91187012,942136.3998800721,363724.47922105034,3055374427.250509,10425371.408947404,257292857.09002897,877919.7639768856
1340408327.5921009,80110034.76660335,1096489665.7522833,248473966.22096208,4573663.551726766,273346.81424858747,09013,83111865.32654998,21133174.01169448,283589.4863790649,72109.39063861122,1423520192.9186509,4857253.0381058315,101243208.77829783,345456.2048871987
1159070726.0471518,63639422.80213707,948725186.0137669,187388657.85399503,3954913.905315981,217146.74739892958,09015,96972404.41023402,26418116.641650908,330883.61392914475,90142.36535387601,1256043130.4573858,4285797.519245125,90057539.44378798,307289.1127528056
1030281462.8937248,185106158.96956074,894720994.0115336,539070455.6876104,3515466.65136112,631608.4994787149,10001,222701200.9815112,96533489.69909339,759888.1213194556,329385.9746088439,1252982663.875236,4275354.772680576,281639648.66865414,960994.4740875589
4350317043.349077,564131126.427674,3742666405.374404,1572487249.555672,14843899.496927207,1924895.5099911767,10003,613313747.5148543,387079866.81062126,2092713.59707283,1320771.4708989267,4963630790.863932,16936613.094000038,951210993.2382953,3245666.9808901036
1139999939.3194222,372602872.15081334,1128951334.545254,1053994806.9796224,3889841.672949252,1271373.9093864206,10005,96449594.97997801,71446312.7557652,329099.71391417214,243784.96449908218,1236449534.2994003,4218941.386863424,444049184.90657854,1515158.8738855028
3662444648.7500806,627175110.4863325,3069770741.323494,1996463592.3699362,12496781.208675398,2140010.5358450557,11001,899037208.8311125,1079945264.5585144,3067642.6198154096,3684926.594901218,4561481857.581193,15564423.828490807,1707120375.044847,5824937.130746274
273461008.5721246,597799777.6667483,304498293.1158802,1535253200.126979,933087.7927113064,2039777.7289673737,12001,48137015.01940296,375368756.3277308,164250.33070233566,1280811.498953616,321598023.5915276,1097338.1234136422,973168533.9944791,3320589.2279209895
28874698.766999196,54612540.227900185,34522322.7605369,139638524.7423407,98524.57240022617,186345.74223830778,12003,877602.7856814414,6900999.54208103,2994.505324340645,23547.19037951545,29752301.552680638,101519.07772456681,61513539.76998121,209892.93261782324
191857799.9239486,461874758.4453058,232717155.32746732,1142253015.9243076,654646.0571481017,1575982.2620310828,12005,44603148.69961707,385781182.0482836,152192.2770102088,1316340.1740765944,236460948.62356567,806838.3341583107,847655940.4935894,2892322.436107677
31359206.13044475,60763562.2423759,39578407.88203097,158623804.69153282,107002.06432434802,207333.902796825,12007,1436887.927441213,12582236.546748467,4902.865646515115,42932.3777750954,32796094.057885963,111904.92997086313,73345798.78912437,250266.2805719204
193721109.4849378,2247656789.994,241776468.27795982,5755428387.586162,661003.9339601545,7669324.134723707,12009,21675715.397310916,575207949.5121821,73960.61888721127,1962691.2032643962,215396824.8822487,734964.5528473658,2822864739.506182,9632015.337988103
158644864.047837,6062447893.544668,197930429.6369689,15002966278.415094,541318.8037019146,20685933.08037529,12011,150489036.47642094,3912359967.9599934,513489.9619007279,13349527.765794948,309133900.5242579,1054808.7656026424,9974807861.504662,34035460.84617024
20617749.498297106,36115903.765155196,31736583.141240433,88006508.14152537,70350.68900861849,123232.59210504418,12013,181698.98851180743,1602302.9741291031,619.9827500586556,5467.285274750826,20799448.486808915,70970.67175867714,37718206.7392843,128699.87737979501
61070542.1022601,751664030.0223665,76322964.17844398,1945811342.6113052,208381.36166988997,2564784.406728578,12015,81754452.12086284,182095550.94402614,278957.7997685852,621335.8773892513,142824994.22312295,487339.1614384752,933759580.9663926,3186120.284117829
150539701.63079748,460179769.7876096,185636332.04817933,1202965492.0330842,513662.83860191255,1570198.7200426336,12017,9330014.304241959,86153982.84589128,31835.333668104766,293969.6233357452,159869715.93503943,545498.1722700173,546333752.6335008,1864168.3433783788
254330472.1814218,485415628.9256209,311507525.37754077,1246386754.523042,867811.6860100608,1656307.054913526,12019,23217976.354407042,187170444.64074242,79223.03227387916,638652.1353173521,277548448.5358288,947034.71828394,672586073.5663633,2294959.190230878
44345745.70457487,1332969068.7823553,55149654.185657404,3405268681.3413095,151313.9814398995,4548279.7442931635,12021,22598072.102820843,485985686.72362727,77107.83094106332,1658252.173068531,66943817.80739571,228421.8123809628,1818954755.5059826,6206531.917361694
73066599.73365706,157544391.63288456,82248541.81223495,418541322.7367868,249313.61374840006,537563.835555014,12023,8804875.577875169,95604160.37351117,30043.485764042136,326214.97098519315,81871475.31153223,279357.0995124422,253148552.00639573,863778.8065402071
7778526.195345815,95013601.82912263,11147216.173320523,253938506.32497314,26541.435929239662,324199.90137242613,12027,5047518.7045495,35411730.946181804,17222.85056757894,120829.85445416668,12826044.899895314,43764.2864968186,130425332.77530444,445029.75582659285
22086512.591196574,44249308.896996826,26451150.121293444,112259977.44131918,75362.31724595066,150984.92535841654,12029,369355.9013867131,3493931.8638159977,1260.294784069462,11921.791657664846,22455868.492583286,76622.61203002011,47743240.76081283,162906.71701608138
860809917.338169,2419078573.0643954,1073121584.3636892,6100997340.117664,2937205.6729660947,8254239.600453092,12031,179217801.94274125,1543306533.439187,611516.589156509,5265981.041622254,1040027719.2809103,3548722.2621226036,3962385106.5035825,13520220.642075347
504592999.9690106,739694582.9890871,545141007.8747861,1876053107.2180648,1721742.9681002598,2523942.9537895494,12033,83265358.48031269,543896152.1376575,284113.2268157311,1855850.904347291,587858358.4493233,2005856.1949159908,1283590735.1267447,4379793.858136841
83804721.17084064,293822444.7893533,109278241.87662451,760263801.6186478,285953.6089053145,1002563.9044084336,12035,7675625.763678727,87708885.45000425,26190.32504453026,299275.1718171484,91480346.93451937,312143.9339498448,381531330.2393576,1301839.076225582
19123085.423229884,45270304.32557144,22439264.976821244,120432767.09497617,65250.68294219046,154468.70674206398,12037,767032.1166748649,6366225.683446573,2617.2225006552067,21722.466035966758,19890117.53990475,67867.90544284567,51636530.00901801,176191.17277803074
47628500.0499523,92045846.00386216,55403625.760089025,229916513.7716996,162515.20541744435,314073.4970753102,12039,4208449.783019425,28931533.09672452,14359.828259531469,98718.4992037238,51836949.83297172,176875.03367697579,120977379.10058668,412791.99627903407
19348246.56410195,27702484.179521844,22636041.499844123,72576688.31117143,66018.96472772796,94524.80977328202,12041,1343101.4616216572,12841108.005901886,4582.852907460645,43815.68395347407,20691348.025723606,70601.81763518859,40543592.18542373,138340.4937267561
5275214.009230519,53095168.4424393,6536769.913919373,134873453.15164968,17999.77927988384,181168.25423952172,12043,142574.89436400204,2203197.6255673305,486.48578520497466,7517.623152498562,5417788.903594521,18486.265065088814,55298366.068006635,188685.87739202028
18961434.909865066,55282914.41567781,24293349.72025498,135222371.34988388,64699.108436216804,188633.1541601397,12045,375473.8288740243,3159902.676896646,1281.1700214018708,10782.036639751475,19336908.738739092,65980.27845761868,58442817.092574455,199415.1907998912
23665762.887480155,26014307.83494371,26963421.92789357,69529384.22600323,80750.94351041231,88764.51236454051,12047,347822.6736605128,3839725.165133308,1186.8203533493295,13101.687504408295,24013585.561140668,81937.76386376163,29854033.00007702,101866.19986894881
8422147.861815915,78132264.15291116,9626083.267616084,199545444.7424423,28737.564449512276,266598.3800712426,12049,408405.64908596966,14439135.018770717,1393.5380682834987,49268.37904121835,8830553.510901883,30131.102517795774,92571399.17168188,315866.75911246095
8986789.273073092,98968149.59417729,10361955.082887359,253523451.91344744,30664.201123802166,337693.37989257526,12051,596995.0225896504,39857419.31728574,2037.0317903690948,135999.17446412198,9583784.295662742,32701.232914171258,138825568.91146302,473692.55435669725
151368604.0217608,549575625.9885324,192247540.68285275,1460728331.9877985,516491.1712640189,1875230.075611763,12053,10444060.152424943,149399815.61727905,35636.616296615546,509773.3856599738,161812664.17418572,552127.7875606344,698975441.6058115,2385003.461271737
39730332.60546993,400304291.90641046,52127683.39249034,1023446546.8295616,135565.53655709338,1365895.087194123,12055,8602455.868355677,118455082.53401092,29352.800971562876,404185.5622277651,48332788.4738256,164918.33752865624,518759374.44042134,1770080.6494218882
406365334.61845136,4070974382.977022,511367613.8643334,10672552383.792913,1386576.225595672,13890742.673079982,12057,65774742.20324228,2124578026.5344815,224432.76041085552,7249361.916615419,472140076.82169366,1611008.9860065274,6195552409.511503,21140104.589695398
21680257.459935125,37042662.19559616,28752080.074058253,97998114.6223008,73976.11704985796,126394.82346940586,12059,236860.0854916197,2291379.691807938,808.2002458295462,7818.512884364921,21917117.545426745,74784.3172956875,39334041.8874041,134213.3363537708
38648735.97478224,543292402.5226086,50350591.98749145,1409736743.847236,131874.97526646542,1853790.8249282988,12061,4041075.744362072,114323730.0541464,13788.72427251909,390088.80091441516,42689811.719144315,145663.6995389845,657616132.576755,2243879.625842714
68207504.51739024,123965577.77305523,80577112.23297752,320814707.20467186,232733.69087897695,422988.1544737082,12063,4315980.949109313,21216454.87413505,14726.73986765575,72393.55676714092,72523485.46649955,247460.43074663272,145182032.64719027,495381.7112408491
20624277.965035282,27540478.85818213,23495102.656611145,71342737.00974885,70372.96506417141,93972.02461211529,12065,1331830.52185562,7916411.739231132,4544.394860505478,27011.920984723594,21956108.4868909,74917.35992467689,35456890.59741326,120983.94559683886
5687642.79925524,13926993.59240225,5420189.102608526,40254104.25859925,19407.04487633637,47520.8797703666,12067,162915.29621302048,1908650.376632422,555.8901246508881,6512.5861134233055,5850558.09546826,19962.93500098726,15835643.969034672,54033.465883789904
182124281.7868992,962098298.2034128,215333052.97131097,2565141783.131464,621433.9111049138,3282816.011428389,12069,12431419.382251585,260713901.13625717,42417.76819379468,889592.8520508708,194555701.1691508,663851.6792987086,1222812199.33967,4172408.86347926
117733517.61711216,2581386332.7219186,157127721.23142058,6744154628.784925,401723.4802690883,8808056.724106433,12071,38647383.60018438,1062105280.4334035,131870.36077230034,3624054.0357885943,156380901.21729654,533593.8410413887,3643491613.155322,12432110.759895027
357365998.4766722,638171957.8988138,429933356.4378494,1626112435.6403193,1219383.532774189,2177533.3407687745,12073,47321938.42693532,377270866.49248147,161469.17362795994,1287301.7689353887,404687936.9036075,1380852.706402149,1015442824.3912953,3464835.109704163
51803525.49061033,96986618.01595116,61990494.56519273,247601990.05258662,176760.9850745821,330932.1127701836,12075,1884623.053874302,35228675.48007753,6430.601476292768,120205.2432099427,53688148.54448463,183191.58655087487,132215293.49602869,451137.3559801263
19860447.356668785,16747929.877648767,19700643.861414857,46372626.48889193,67766.66656447854,57146.31494858022,12077,223084.31102225435,1157559.7027488088,761.195347180097,3949.758079256726,20083531.66769104,68527.86191165865,17905489.580397576,61096.073027836945
30789029.714779124,33701506.45755005,35533383.66931078,92544431.64343306,105056.54142904587,114994.32564707774,12079,3264765.8797929706,9386735.421796065,11139.844778608545,32028.874175598066,34053795.5945721,116196.38620765442,43088241.87934612,147023.19982267582
133048094.23775657,1213459311.4812946,167518699.60962576,3086406056.8527703,453978.99036860716,4140495.4819964077,12081,49144098.16302747,619027383.5378293,167686.6413941889,2112209.334519536,182192192.40078405,621665.6317627961,1832486695.019124,6252704.816515944
325494662.5152556,922947083.1745759,388724250.93624914,2428513449.5563183,1110634.0087441292,3149226.506277464,12083,43449172.280225016,331087855.4874122,148254.74560259155,1129718.7773985297,368943834.7954806,1258888.7543467209,1254034938.6619883,4278945.283675994
39296686.298546135,496338889.16410774,47854588.59015762,1280366930.642434,134085.8737800938,1693578.7699501968,12085,4867355.845956658,148390537.3764652,16608.109310934244,506329.5849848067,44164042.144502796,150693.98309102806,644729426.5405729,2199908.3549350034
147008723.62617943,7073317457.323593,185181397.21619242,17600031273.701702,501614.6402512791,24135163.57546704,12086,166782504.92647395,5583033107.946164,569085.5899248286,19050101.75501364,313791228.5526534,1070700.2301761077,12656350565.269756,43185265.33048068
3007352.395259411,485633481.02221,3675527.1498351865,1216818048.3303585,10261.513416665237,1657050.3972020857,12087,1141388.9220663528,180210628.29616874,3894.581079317329,614904.2536557458,4148741.317325764,14156.094495982567,665844109.3183787,2271954.6508578314
96457741.24856398,174367611.7628073,124788745.04873,450345390.36176133,329127.5101393576,594967.0515355689,12089,12070948.020258779,77512194.90253586,41187.78871974183,264482.6157391285,108528689.26882276,370315.29885909945,251879806.66534317,859449.6672746973
352155075.6724937,491984969.54250467,375560589.87356037,1232973379.582056,1201603.124215294,1678722.5779447008,12091,30585159.119356558,169855236.439388,104360.90600783953,579570.1861747663,382740234.79185027,1305964.0302231335,661840205.9818927,2258292.764119467
8865728.79203693,123026826.83306262,10601947.22167689,309588652.6912582,30251.125571918474,419785.00296381995,12093,2601083.8055933197,53349297.97787004,8875.2672985848,182035.38030080544,11466812.59763025,39126.392870503274,176376124.81093267,601820.3832646254
418459461.1741109,3365312271.3244724,502330866.70335454,8631333876.580444,1427843.102769553,11482923.344101628,12095,121981797.96215498,2805706569.440076,416219.21606218343,9573469.2252624,540441259.1362659,1844062.3188317365,6171018840.764548,21056392.569364026
77272919.23770136,754756394.4084121,100446857.59254006,1999179931.542238,263666.1731935688,2575335.993129508,12097,13320967.184815595,376728564.8109126,45453.03161193105,1285451.3585910369,90593886.42251696,309119.2048054999,1131484959.2193246,3860787.3517205445
172848465.93747193,4900355338.936881,217354678.05764303,12220782474.045475,589783.5102608174,16720708.266910767,12099,191672171.76527488,2414584700.580024,654012.6675115086,8238905.869406523,364520637.7027468,1243796.177772326,7314940039.516905,24959614.13631729
386923773.55695045,1421561852.6128876,494521542.37639177,3715412395.685321,1320238.85855216,4850570.902898244,12101,120013223.39248377,483848332.3681524,409502.16009287635,1650959.2165033321,506936996.9494342,1729741.0186450363,1905410184.98104,6501530.119401576
473301562.1617719,3308042219.364565,572099817.2985338,8374729768.628774,1614972.1389177926,11287509.794467045,12103,95621565.99420106,1471083900.4700356,326274.3614345852,5019547.162317628,568923128.155973,1941246.5003523778,4779126119.8346,16307056.956784673
275515417.70839536,1781538031.437715,360206769.91920984,4651942546.507031,940097.7284103596,6078860.741665948,12105,162341449.02681744,821375109.929904,553932.0765652629,2802648.5103464425,437856866.7352128,1494029.8049756226,2602913141.367619,8881509.25201239
78146243.58712225,184351837.2149216,94643404.87621117,474188630.638982,266646.0798858505,629034.646538197,12107,45792997.18234487,89379307.29919988,156252.2089917606,304974.8883665065,123939240.76946712,422898.28887761105,273731144.5141215,934009.5349047035
222625257.31385374,587151351.6856196,272101838.0353719,1520775401.152332,759628.9907414075,2003443.7874432735,12109,24353522.082225975,175546954.52769426,83097.6755446907,598991.1365160358,246978779.39607972,842726.6662860982,762698306.2133138,2602434.923959309
73535017.22212113,939310826.9770021,89649695.00308967,2461191409.3129287,250911.92073432286,3205061.923782962,12111,15992438.850578116,348637627.42895555,54568.47228448931,1189601.0913306912,89527456.07269925,305480.3930188122,1287948454.4059577,4394663.015113654
300437200.82702446,336640529.2771952,343441239.8498153,867289722.2400447,1025134.3913043248,1148665.2888489475,12113,20258705.011815473,158798835.03262088,69125.57823642607,541844.1745658771,320695905.83883995,1094259.969540751,495439364.3098161,1690509.4634148246
136434736.35818496,1759593796.8444538,174665668.3412421,4413344519.355186,465534.69418669,6003983.8971524285,12115,56213508.296820946,735469454.9116664,191808.4726269312,2509526.216821203,192648244.6550059,657343.1668136212,2495063251.75612,8513510.11397363
228078443.00329453,1224115827.084251,283059444.8074962,3116456450.401487,778236.0346661474,4176857.02645891,12117,46762213.39351387,690193233.9616272,159559.31233297123,2355037.3217162946,274840656.3968084,937795.3469991186,1914309061.0458782,6531894.348175204
69711180.71501994,449791630.9368682,79908370.09342916,1208059541.6117787,237864.44758730958,1534752.9151681873,12119,87693612.62111026,114289864.13683397,299223.0587562204,389973.2455955849,157404793.3361302,537087.50634353,564081495.0737021,1924726.160763772
56222658.81800014,92909945.34593563,65229891.7076357,248690257.18460208,191839.69550456863,317021.9267325715,12121,1314920.0807743913,17953242.03680547,4486.694034253693,61259.01118994949,57537578.89877453,196326.38953882232,110863187.3827411,378280.93792252097
27617401.227140628,58631663.0443868,35101227.51164424,156655897.53809956,94234.49465797808,200059.56000360005,12123,5952502.9882424055,21932055.590797655,20310.785451307416,74835.2880276955,33569904.21538303,114545.28010928548,80563718.63518445,274894.8480312955
9814556.278516721,21522722.71907916,12465682.743015822,58070078.926013164,33488.6596892906,73438.5861441242,12125,5119213.860985824,18910376.811604444,17467.484622051892,64524.89095470161,14933770.139502544,50956.14431134249,40433099.53068361,137963.47709882582
318407231.2934216,1575106990.67588,400765086.5666295,4009916385.7795405,1086450.6869999983,5374488.717378778,12127,44699325.43547719,639984042.3884977,152520.44569006,2183716.430363573,363106556.7288988,1238971.1326900583,2215091033.064378,7558205.147742352
37591975.902337626,52579632.4549084,46891142.916489534,145277488.4646678,128269.1598393541,179409.17224395607,12129,2298522.2057091454,17531201.158085875,7842.884156032815,59818.94778195345,39890498.10804677,136112.04399538692,70110833.61299428,239228.12002590953
94903469.43371342,234999256.40011507,111667235.17777425,620932753.4988308,323824.11400048976,801850.8327316014,12131,9391865.985897169,97863555.67344914,32046.380388851136,333924.3485827141,104295335.41961059,355870.4943893409,332862812.07356423,1135775.1813143156
20010673.053241793,51114488.40335292,23411226.042758625,125825210.21110727,68279.25797323456,174409.89268959346,12133,255770.15168544083,1809141.4223691844,872.7240769122634,6173.047431205634,20266443.204927232,69151.98205014682,52923629.825722106,180582.9401207991
32525459.94394377,42294175.03210331,44599721.81842544,122552461.11560956,110981.48794404817,144313.73098239105,13001,2728780.0367967063,10001025.615778415,9310.984972315588,34124.91954667339,35254239.98074047,120292.47291636375,52295200.647881724,178438.65052906444
14527754.45550433,17465067.75651832,17476068.592664696,44339008.89178063,49570.76114331345,59593.29122486193,13003,1380747.5985712947,4472347.56749171,4711.306872484254,15260.284973636299,15908502.054075625,54282.06801579771,21937415.32401003,74853.57619849822
