res_space_heating_kwh,res_space_cooling_kwh,res_heating_load_kwh,res_cooling_load_kwh,res_space_heating_mbtu,res_space_cooling_mbtu,fips,com_space_heating_kwh,com_space_cooling_kwh,com_space_heating_mbtu,com_space_cooling_mbtu,total_space_heating_kwh,total_space_heating_mbtu,total_space_cooling_kwh,total_space_cooling_mbtu
67420682.35225016,4349236.15633434,54318764.78498129,14342120.391156448,230048.94192277157,14840.211356946966,46121,9842305.026076362,2283242.2260809094,33583.342356286244,7790.746695784166,77262987.37832652,263632.2842790578,6632478.382415249,22630.958052731134
83849639.86046308,5983907.458297431,63993030.980521105,18530274.155602984,286106.8778527602,20417.941962569912,46123,27669326.4471953,3240584.1247003507,94411.67088218586,11057.333196423304,111518966.30765837,380518.54873494606,9224491.58299778,31475.275158993212
117343938.46067105,2628204.5932803876,94857212.18377262,9031779.848821782,400394.18086707103,8967.807277324928,46125,28097962.101216566,6416022.780182669,95874.2365999693,21892.380801218053,145441900.56188762,496268.41746704036,9044227.373463057,30860.188078542982
178675974.04043308,17471809.10804143,165400353.85943502,45153009.43112265,609667.7954142714,59616.29367353071,46127,58644372.562970445,16595644.047842737,200102.9266857591,56626.69407269421,237320346.6034035,809770.7221000304,34067453.15588417,116242.98774622491
88752234.53445277,2589175.7160412963,75738098.65274814,11755002.296541203,302835.22704885673,8834.63520608458,46129,23931243.455838762,5280389.209069243,81656.80090789258,18017.437796611943,112683477.99029154,384492.0279567493,7869564.925110539,26852.073002696525
289422542.05420315,17219824.484266866,238951486.89262235,51743142.46992958,987550.8114899128,58756.48635539531,46135,53348429.76126958,9507546.388148325,182032.4178224779,32441.0983479492,342770971.8154727,1169583.2293123908,26727370.872415192,91197.58470334452
29792232.19009274,530225.0376917962,26570294.65146128,2911554.540075251,101655.32672956742,1809.203120559761,46137,,,,,29792232.19009274,101655.32672956742,530225.0376917962,1809.203120559761
345856524.5020542,130531157.42540509,336966490.37625724,377081297.00965136,1180111.5732274882,445390.84455983655,47001,52100710.94663857,42362422.151275374,177775.02405088523,144546.59984409704,397957235.4486928,1357886.5972783735,172893579.57668045,589937.4444039336
163146312.82540378,73537004.14678058,173028655.13907307,218916330.03822884,556678.3861366989,250918.7004034042,47003,33654336.11315516,28537035.41247082,114833.37373381347,97372.417086379,196800648.93855894,671511.7598705124,102074039.5592514,348291.11748978315
112983774.21870977,40722872.4344575,115443598.76439829,105360309.8935235,385516.68133017677,138952.2233942547,47005,3804520.583834783,1472476.2998047662,12981.564473967184,5024.298226568434,116788294.80254455,398498.24580414395,42195348.73426227,143976.52162082313
54785899.40443673,13892719.142026829,62360843.167304665,41263462.088919275,186937.26836565355,47403.93047871371,47007,7058710.226393011,2442305.609474557,24085.3216293051,8333.493546923733,61844609.630829744,211022.58999495866,16335024.751501385,55737.42402563744
544722420.584649,204472713.62516758,586645313.6417218,576428120.2274125,1858670.2496185452,697689.9340144065,47009,70674241.88194475,67685629.08726841,241150.5490435427,230952.97780509022,615396662.4665937,2099820.798662088,272158342.71243596,928642.9118194967
323342468.30110216,165663320.59935024,365434298.27172565,492626654.71166766,1103290.4164738592,565266.7740765081,47011,62364243.286294386,74743382.14272998,212795.6538153831,255035.03343125895,385706711.58739656,1316086.0702892425,240406702.7420802,820301.807507767
143585962.0539061,63524819.8262441,147782503.9854866,190510755.4679285,489935.6917345393,216755.7057715602,47013,31488606.075882643,30618325.110607013,107443.59531297436,104474.07307955684,175074568.12978876,597379.2870475136,94143144.93685111,321229.778851117
64364650.302834354,25753240.127011683,66516851.325934626,88510122.63265173,219621.3266136138,87873.71227346189,47015,1428040.3438615461,1162945.4807035693,4872.676434984423,3968.135118418838,65792690.6466959,224494.00304859824,26916185.607715253,91841.84739188074
162877794.14999884,44792448.944975,152151467.9124511,125015893.13751335,555762.1622865653,152838.1963280049,47017,9345866.628523478,10219965.129753217,31889.42404958336,34871.9722577664,172223660.7785223,587651.5863361487,55012414.07472822,187710.1685857713
285900505.21055263,83828990.03632386,305063289.3929477,255105895.64349076,975533.1216501455,286036.41772052215,47019,17042651.56396199,11316186.757402252,58151.947192760395,38612.436114776036,302943156.7745146,1033685.0688429058,95145176.79372612,324648.8538352982
119874925.66882862,74544516.87230897,128862082.94074559,196717199.1234016,409030.26862148824,254356.47688971407,47021,18842156.39001423,16730167.804216778,64292.11318893594,57085.70823181584,138717082.05884284,473322.3818104241,91274684.67652574,311442.1851215299
98961550.16584414,35588162.38328771,93880212.84407592,96436533.60331723,337670.86170598376,121431.8635708361,47023,5799553.091929346,6138316.121208004,19788.898686201985,20944.80624645092,104761103.25777349,357459.76039218577,41726478.50449572,142376.66981728704
179885585.38846496,48824061.002178125,187653415.59196773,137981358.44513434,613795.1610985675,166594.62915609407,47025,62867870.672463104,32031079.12201625,214514.1019720796,109294.59037755478,242753456.06092805,828309.2630706471,80855140.12419438,275889.21953364887
54661716.61322144,10768989.730999947,52806714.9643641,31222466.33298196,186513.5390480706,36745.32215871362,47027,3467690.305858925,16356425.732626995,11832.251735614083,55810.447212177336,58129406.91908036,198345.7907836847,27125415.463626944,92555.76937089096
180061924.95199066,46782353.99140881,199346823.21776107,140613395.2339701,614396.8567295353,159628.03491295365,47029,4026949.6090015657,3151181.5347841773,13740.523892757821,10752.278864461552,184088874.56099224,628137.3806222932,49933535.526192985,170380.31377741517
237424723.71653712,92046626.58140694,249693654.2403336,270180907.46262425,810126.8716315924,314076.16051673505,47031,17638879.477651756,23533888.63799861,60186.36149863362,80300.96984503785,255063603.19418886,870313.2331302259,115580515.21940555,394377.1303617729
74886267.91373345,33326687.312864818,72517932.10451332,90645924.93699452,255522.57997170227,113715.38950109319,47033,17397269.49492354,12500415.023928825,59361.9539289474,42653.19112057855,92283537.40865698,314884.53390064964,45827102.336793646,156368.58062167175
317894391.8464999,78414904.18571715,322683268.1149634,227137799.35102528,1084700.8059838999,267562.7879980613,47035,32920786.720397893,19722240.370544445,112330.3990417119,67295.08470243026,350815178.5668978,1197031.205025612,98137144.5562616,334857.87270049157
2656548570.27853,1077931961.038121,2625064030.837651,3083098323.6873665,9064520.951687325,3678056.917400536,47037,591615231.0373005,874780064.2305067,2018675.1776620764,2984873.7979236096,3248163801.3158307,11083196.129349401,1952712025.2686276,6662930.715324146
80455475.81096679,34212642.826192185,85173011.36391863,99440338.2263098,274525.50814458384,116738.39551824906,47039,1475165.6609884072,1454089.1418431967,5033.474708816306,4961.558632627129,81930641.4719552,279558.9828534001,35666731.968035385,121699.95415087619
100666686.33162254,22430889.211635314,100338641.14911781,65680284.99707898,343489.0284329552,76537.37917636774,47041,2772740.815313718,1995256.708135776,9460.985391046179,6808.099214611823,103439427.14693625,352950.01382400136,24426145.91977109,83345.47839097957
219177801.10652736,87149141.14225584,229051775.68675303,243856352.83973426,747865.7806232284,297365.24475541915,47043,46117662.57185634,23289291.303906634,157360.01340325904,79466.36900829458,265295463.6783837,905225.7940264875,110438432.44616248,376831.61376371374
231007524.7592908,84985238.26493068,224324029.8988424,228957112.90935943,788230.4775472161,289981.7008637771,47045,12232791.620098248,14972075.463184962,41740.02206418528,51086.84751510286,243240316.37938905,829970.4996114013,99957313.72811565,341068.54837887996
191705516.34112117,73941414.27657254,169798483.00492182,213079809.21525422,654126.4439392259,252298.60519249277,47047,21220635.571092613,12349238.423770545,72407.8218988191,42137.355093761274,212926151.91221377,726534.2658380449,86290652.70034309,294435.96028625406
122840907.45421459,23223317.342778824,116535130.13011697,73705474.51806827,419150.61964263866,79241.25648462403,47049,1715377.8338623696,1046876.071780372,5853.112752790814,3572.0898133168216,124556285.28807695,425003.73239542946,24270193.414559197,82813.34629794085
168205306.85472974,69719057.45206274,170974032.90769753,210788813.88680357,573940.3921419112,237891.32413259626,47051,5785463.615849222,5327870.21044528,19740.823393110997,18179.44971560918,173990770.47057897,593681.2155350222,75046927.66250803,256070.77384820546
268518888.28973097,103019843.7827598,253244430.89342365,293324466.34171814,916224.5765266992,351518.3358045936,47053,12984747.50972736,10816271.954308124,44305.802337336136,36906.655818716834,281503635.7994583,960530.3788640354,113836115.73706792,388424.99162331043
153608080.99773982,61489286.47423805,154379591.26131347,169737172.1805829,524132.58471178997,209810.17692877958,47055,37116270.66475832,34947287.36051135,126645.98601858977,119245.10698886991,190724351.66249815,650778.5707303798,96436573.8347494,329055.2839176495
83108020.23132537,36711555.39341871,94003473.14717391,107925500.85304531,283576.366368155,125265.0400432105,47057,7445318.1228017695,5329324.201061158,25404.482670173074,18184.410938057223,90553338.35412714,308980.8490383281,42040879.59447987,143449.45098126773
291309410.86472577,93194643.26499605,325317930.4830822,292267493.2762923,993989.0758067871,317993.35645951016,47059,36314780.0376967,23820286.496607617,123911.18618738648,81278.2000071077,327624190.9024225,1117900.2619941738,117014929.76160367,399271.55646661785
43208657.1066127,27308150.596217066,48804551.55939934,77518454.29145026,147434.07367707166,93179.28759167729,47061,2568356.3302412406,2599348.877253223,8763.596505382007,8869.347476728568,45777013.43685394,156197.67018245367,29907499.47347029,102048.63506840586
229897543.49061105,92428187.07761529,254111723.59605098,275255513.562304,784443.0638411406,315378.0991113884,47063,75723341.34518051,59970294.22062122,258378.7933842269,204627.15966253894,305620884.8357916,1042821.8572253676,152398481.29823652,520005.25877392734
1332025847.2618787,585953874.7703294,1380667039.6415331,1709509207.1384661,4545061.3385278415,1999357.8261665811,47065,279676198.3583298,550571037.2931473,954294.9028187881,1878626.5603315143,1611702045.6202085,5499356.241346629,1136524912.0634766,3877984.386498095
41554471.36603006,9772263.167908542,38800384.8750267,32208193.949754693,141789.75703582854,33344.349590273785,47067,413475.3505487273,252724.43583332037,1410.8366095720355,862.3316619331774,41967946.71657879,143200.59364540057,10024987.603741862,34206.68125220697
103149632.53997852,48180013.56613815,101448267.72340874,125971603.99653684,351961.1934742274,164397.04784958976,47069,3072312.18493198,2852343.350838326,10483.165443318176,9732.600545816187,106221944.7249105,362444.3589175455,51032356.916976474,174129.64839540594
108179958.08493249,67785850.72001809,109621837.95469043,185797343.9236712,369125.3785398377,231294.94824750395,47071,8514804.77508336,11032480.082472786,29053.722994862484,37644.38865356886,116694762.86001585,398179.1015347002,78818330.80249088,268939.3369010728
278049740.11151695,71659147.45882046,315865986.9873731,224015772.69869405,948745.1963235916,244511.18672843458,47073,33618701.54750971,17939595.670854118,114711.78353572286,61212.44785153951,311668441.6590267,1063456.9798593146,89598743.12967458,305723.6345799741
121257470.42382717,41791695.97804875,114793590.48784238,107404145.96135795,413747.70764689846,142599.20109793122,47075,1187262.5020928867,1542899.1106394145,4051.1082484162266,5264.5908571753935,122444732.92592005,417798.8158953147,43334595.088688165,147863.7919551066
153861981.58457884,64145024.16637075,139415705.31129426,163974309.50073767,524998.929567968,218871.93104908863,47077,45318213.08206019,28916713.73877747,154632.17822224702,98667.93345005963,199180194.66663903,679631.107790215,93061737.90514822,317539.8644991483
167331201.92776406,61169675.45044739,171656399.67487675,175292330.25065973,570957.8220082046,208719.61873084045,47079,11954123.293836277,10997218.070434993,40789.1661640771,37524.069661290196,179285325.22160032,611746.9881722818,72166893.52088238,246243.68839213066
109095504.58336659,38119433.43782519,101909234.29158638,118384744.29260933,372249.3532000976,130068.91984940771,47081,24384204.68059832,14204801.765347023,83202.36892726611,48468.80070521472,133479709.2639649,455451.7221273637,52324235.20317221,178537.7205546224
52738941.23563888,12056374.987130107,47996724.679452546,36913941.640969664,179952.7564256553,41138.063461336096,47083,1513932.413147827,1961332.5055158432,5165.7523720630525,6692.34501803584,54252873.64878671,185118.5087977184,14017707.492645951,47830.40847937194
119596188.52374652,36744339.65029955,112660413.76278262,102168244.13977733,408079.1779017935,125376.9045830524,47085,9210819.216843685,6887652.148898524,31428.623104199443,23501.64717864691,128807007.7405902,439507.8010059929,43631991.799198076,148878.55176169932
45602759.39805352,13016201.520831825,46776114.159251854,36993063.82747183,155603.09065799313,44413.127889694144,47087,8409137.31178803,2664278.3646202013,28693.170605319032,9090.896107611903,54011896.70984155,184296.26126331216,15680479.885452027,53504.023997306045
161854102.18081495,88596331.91028133,199763935.51575187,243695199.04103792,552269.1799234502,302303.26515701116,47089,11597743.331689877,11247717.12762698,39573.147127278964,38378.80801529538,173451845.51250482,591842.3270507292,99844049.03790832,340682.0731723065
104876411.99222587,21516620.021910865,103615151.20953445,67610937.3093341,357853.21016797755,73417.76287480298,47091,373700.02818951756,163782.90754584724,1275.1175615866368,558.8505377193022,105250112.0204154,359128.3277295642,21680402.92945671,73976.61341252227
2030583993.640964,696259700.3176776,2054405159.8342853,2029090672.6577377,6928640.929230066,2375736.966361361,47093,411715018.90641075,438011266.6447734,1404830.1080413582,1494556.6393918304,2442299012.5473747,8333471.037271424,1134270966.962451,3870293.6057531913
32854721.744651735,15218139.81306636,30854246.578937344,37294153.90579353,112104.97596323946,51926.454018035874,47095,127994.63723272963,192180.68187504538,436.7358774765605,655.7477762144811,32982716.381884463,112541.71184071602,15410320.494941404,52582.20179425035
179517578.55689782,57252737.33073222,159066108.3583203,149539158.4490392,612539.4695322905,195354.4696611593,47097,11964556.374699106,8348232.858414447,40824.76531747856,28485.355961975987,191482134.93159693,653364.234849769,65600970.18914667,223839.8256231353
178025752.9456298,81358249.22230446,172845716.1284878,227595856.49351093,607449.1487074072,277605.8992178924,47099,7370114.289253683,10955429.20707473,25147.876511162638,37381.480125486385,185395867.2348835,632597.0252185698,92313678.4293792,314987.37934337877
53976156.644118056,20181193.76597913,51521174.578110054,69429044.52043007,184174.31108397426,68861.09885903556,47101,20261865.628280133,12625656.552758666,69136.36270861104,43080.53300124306,74238022.27239819,253310.6737925853,32806850.318737797,111941.63186027862
184463814.61180028,69053437.69114879,179180174.51440924,202377877.0960154,629416.7293171374,235620.1349903518,47103,6134687.968359876,9714569.592698518,20932.426473735406,33147.490919169504,190598502.58016017,650349.1557908729,78768007.2838473,268767.6259095213
209757578.4113154,87541984.53206603,221124300.29205388,242399511.14566296,715722.6431155426,298705.68218521285,47105,20758104.872599993,20637695.817410447,70829.60147620308,70418.74868181051,230515683.2839154,786552.2445917457,108179680.34947649,369124.4308670234
232468623.9999324,93805906.4441552,249613396.66819552,266230616.98889992,793215.9556323773,320079.0732261726,47107,52516289.75297699,51455349.490996554,179193.03795030242,175572.95912290795,284984913.7529094,972408.9935826799,145261255.93515176,495652.0323490806
185827909.35210404,54372619.07527225,164704788.2342384,143842573.90568992,634071.214272507,185527.0971967376,47109,5455862.792288049,5355599.6042622365,18616.178579803327,18274.066344886556,191283772.14439207,652687.3928523102,59728218.67953448,203801.16354162415
109167814.44865137,38935491.7800971,117762482.00253086,114429344.58352342,372496.08472845017,132853.42679352406,47111,8469488.271710124,15241234.23823802,28899.096650409527,52005.255476129954,117637302.7203615,401395.18137885974,54176726.01833512,184858.68226965403
584137186.9772421,210912833.1775925,535991005.99662566,538835572.7841824,1993159.0294469008,719664.5364242567,47113,91486598.3302199,123976719.17333019,312165.26459967316,423026.1705135252,675623785.307462,2305324.294046574,334889552.3509227,1142690.706937782
82946014.90998566,50146714.17101343,97148846.16664347,141570099.555425,283023.5812069883,171107.7095849101,47115,6782926.745637203,6391210.980876964,23144.309231712017,21807.719418711484,89728941.65562287,306167.8904387003,56537925.1518904,192915.4290036216
101137587.47591092,56207685.921459325,115833461.80712736,162282017.21042046,345095.8100052296,191788.60585542006,47117,8806636.99794752,15334084.362791795,30049.495979450647,52322.07328582512,109944224.47385843,375145.30598468025,71541770.28425112,244110.6791412452
387351033.32032603,150738606.98152688,388682170.7061184,423188243.25974137,1321696.729535684,514341.5319031611,47119,60225143.57598112,83247478.06756262,205496.74185163536,284052.2163084093,447576176.8963072,1527193.4713873193,233986085.0490895,798393.7482115703
67507326.45972094,15412006.89055217,72549013.28629623,43334760.29682218,230344.58392092513,52587.95601554246,47121,1272478.6381870618,340266.845508271,4341.877805460877,1161.0387947662828,68779805.097908,234686.461726386,15752273.736060442,53748.99481030875
220259894.46837988,80218960.8148979,225238015.33574635,232363766.54829174,751558.0368311267,273718.48539286735,47123,25154742.587041132,19742600.383804847,85831.5536804317,67364.55595879664,245414637.05542102,837389.5905115583,99961561.19870274,341083.04135166394
728735487.1451353,295883737.2003372,824678699.3245101,816382507.4445506,2486548.9625783763,1009597.3268182329,47125,95707793.7047335,79195656.37467445,326568.5826272568,270226.82533359446,824443280.8498688,2813117.5452056327,375079393.5750116,1279824.1521518272
32929089.49619095,12620235.820842503,35681054.76358074,36856675.62795868,112358.72929171198,43062.036694201175,47127,16580.612239858907,23512.729629629626,56.57540340933665,80.2287723039037,32945670.10843081,112415.30469512132,12643748.550472133,43142.26546650509
89301548.24119422,32856424.822931264,89337322.03001115,93391713.17422757,304709.5634188049,112110.78710816633,47129,1349890.3707491767,1353127.1328928005,4606.017629428838,4617.061921483106,90651438.6119434,309315.5810482337,34209551.95582406,116727.84902964943
236418133.49174348,59909113.67721973,204437537.60115027,170785842.73854616,806692.2428487845,204418.4029608159,47131,49218317.33741027,89933249.04797173,167939.88775630575,306865.01627304434,285636450.8291538,974632.1306050904,149842362.72519147,511283.4192338603
132432999.13246849,27041689.807066545,125899577.97025907,81162616.41309355,451880.1985258593,92270.08554166365,47133,1684784.5214464806,1075772.5026002233,5748.724026577437,3670.688538567331,134117783.65391497,457628.92255243676,28117462.309666768,95940.77408023099
45467790.44440124,18961080.101890165,43549632.028417304,50049501.90916975,155142.55742254015,64697.89778102371,47135,16132542.812927159,8401367.974035515,55046.5268987869,28666.660521661488,61600333.2573284,210189.08432132704,27362448.075925678,93364.5583026852
36793303.15083586,10688661.2054824,44793659.87735855,29980993.101721503,125543.97499969936,36471.22982299712,47137,727697.9398750184,422387.080386325,2483.0087039610253,1441.2446972435557,37521001.09071088,128026.9837036604,11111048.285868725,37912.474520240685
54354240.022172384,33968960.70903029,64908435.64946995,97685954.53402902,185464.38525773532,115906.91753163205,47139,24370597.338206943,12241832.230128903,83155.93874278411,41770.869909376495,78724837.36037932,268620.3240005194,46210792.9391592,157677.78744100855
346423720.53073066,81626625.97451945,371530041.827698,253694114.5668445,1182046.9266191684,278521.6388059487,47141,165130470.0288601,83003574.64082679,563448.6122652147,283219.9831821,511554190.55959076,1745495.5388843832,164630200.61534625,561741.6219880488
165765718.18090662,34320930.22013191,164417890.4763655,107077722.5910351,565616.1691652351,117107.88748318134,47143,9820497.32324084,7830068.63519685,33508.93137751765,26717.30605303785,175586215.50414747,599125.1005427528,42150998.85532876,143825.1935362192
278518086.6383861,91746671.91942577,272985239.02170867,281707839.1695529,950343.2611784759,313052.6726164933,47145,23789369.441307075,19136460.011698324,81172.70662420041,65296.31893723634,302307456.07969314,1031515.9678026763,110883131.93112409,378348.99155372963
280045605.9319291,125948386.65999101,290432710.088669,342106523.07320607,955555.3739157844,429753.779954795,47147,41708921.47396156,41746244.08238703,142316.76273600615,142444.11277576425,321754527.4058907,1097872.1366517907,167694630.74237806,572197.8927305593
917923286.0963602,470401077.9285526,1008057458.9588957,1283734271.5537229,3132084.5972674065,1605075.2748452874,47149,181515205.63192287,193747486.60532242,619355.6567753205,661093.936440458,1099438491.7282832,3751440.2540427274,664148564.533875,2266169.2112857453
75043802.65458941,38250357.5805636,79876437.37241933,107981986.28843161,256060.11087743603,130515.65161565943,47151,5498159.094664481,5738622.117560697,18760.49956958665,19580.99354945779,80541961.7492539,274820.6104470227,43988979.6981243,150096.64516511722
41359397.941429585,31730973.926545836,53737589.26260214,90955246.56117654,141124.13881066543,108270.58883567197,47153,1746637.402381598,2839768.416658707,5959.77483943715,9689.693084754674,43106035.343811184,147083.9136501026,34570742.34320454,117960.28192042663
397772949.890278,196216686.85720024,445931862.54858756,556257426.7127327,1357257.7887845128,669519.198326301,47155,89741735.63374068,150003015.002265,306211.5453087832,511831.58761585853,487514685.52401865,1663469.334093296,346219701.85946524,1181350.7859421594
4467140975.2417345,2054392673.1807342,4072281415.6813774,5348133414.381031,15242519.341543281,7009879.524652257,47157,1140906781.655584,1453541250.7540214,3892935.947771848,4959689.150430328,5608047756.897319,19135455.28931513,3507933923.9347553,11969568.675082583
75181751.99523085,37040959.11731663,83893431.7522531,108009661.31330681,256530.813616511,126389.01232447902,47159,9505116.075415496,6765310.019032675,32432.80577580038,23084.19845896219,84686868.07064635,288963.6193923114,43806269.136349306,149473.2107834412
65042049.688515015,28690056.69686081,71693358.28643692,77365106.26900077,221932.709508269,97894.54743774004,47161,5568792.998781149,5509986.8167972965,19001.51248044711,18800.857437040362,70610842.68729617,240934.2219887161,34200043.51365811,116695.40487478039
798286933.3098549,227773237.18328482,922957609.0068908,664855501.6318475,2723868.373197755,777194.6290690479,47163,249698342.8498704,185252738.34596735,852006.2029684425,632108.6491252857,1047985276.1597253,3575874.576166197,413025975.5292522,1409303.2781943337
670116171.418275,299456937.35396844,693596653.6191602,830792892.8970659,2286531.5333754956,1021789.5931368446,47165,121619791.49547014,127997501.91809216,414983.99859293643,436745.65218980284,791735962.9137452,2701515.531968432,427454439.27206063,1458535.2453266475
296658992.6254955,120606042.98190926,271809121.42611504,309316373.0234476,1012242.6084151434,411524.9447123778,47167,16260153.997294873,19471708.986060787,55481.95438063772,66440.23604311542,312919146.62279034,1067724.562795781,140077751.96797004,477965.18075549323
35532599.45441824,12456314.53643832,32475790.15181718,38738009.62665415,121242.27496759756,42502.71399499172,47169,6330292.512251864,3082081.2742352462,21599.8569533401,10516.498963231601,41862891.9666701,142842.13192093765,15538395.810673567,53019.212958223325
99924286.12494005,33756643.61684964,107918972.38563886,93456146.30906521,340955.8535069252,115182.46146408455,47171,22666595.957784828,22322039.366543286,77341.64406458783,76165.96804823574,122590882.08272488,418297.49757151306,56078682.983392924,191348.4295123203
94807813.20368016,31456139.669187658,98868529.63542688,91373636.16800773,323497.72136043163,107332.81532310131,47173,2391556.0464955773,1506841.3819198569,8160.328831601512,5141.556766586784,97199369.25017573,331658.0501920331,32962981.051107515,112474.3720896881
34981156.899827376,6526550.775110756,35575747.7458505,21379240.562498942,119360.67466649078,22269.518014887966,47175,55683.27583479207,13932.383021630978,189.99924417347907,47.53926926819397,35036840.17566217,119550.67391066426,6540483.158132387,22317.05728415616
217732881.10954124,51106966.47428503,228786805.06397358,148326282.74348313,742935.5084148722,174384.22679949985,47177,25385490.945174858,15745567.596230559,86618.89984465083,53726.11250893733,243118372.0547161,829554.4082595231,66852534.07051559,228110.3393084372
581450580.9912931,175331128.29944798,637486250.30072,534740520.6418802,1983991.9483247928,598254.706777935,47179,145019845.85260764,91538187.73612262,494828.30686720833,312341.2949783089,726470426.8439007,2478820.255192001,266869316.03557062,910596.001756244
45546628.77642421,33514735.539562255,47675552.46769577,92032727.52965088,155411.56500644566,114357.03675343303,47181,6964443.379122622,3627125.97456393,23763.669760526223,12376.268877100518,52511072.15554683,179175.23476697187,37141861.51412618,126733.30563053353
234154245.72709128,66971637.37921567,220432353.7085717,194932585.78856486,798967.5363237287,228516.73671039173,47183,14122606.004356941,11416998.332859283,48188.3370969185,38956.41952547914,248276851.73144823,847155.8734206472,78388635.71207495,267473.15623587085
132673062.20828639,32487566.45222436,127491104.78538966,89442983.8557526,452699.3278295067,110852.18996942573,47185,16608753.538326688,7028828.475383734,56671.4255157731,23983.360851652807,149281815.7466131,509370.75334527984,39516394.927608095,134835.55082107853
893408538.6865373,350299075.15578747,831146423.5994459,1004841833.9532045,3048436.798010959,1195270.186900219,47187,131512184.00638251,164606479.66039115,448738.24655990605,561660.6827213664,1024920722.6929197,3497175.0445708646,514905554.8161786,1756930.8696215854
516573800.85748684,213689276.54278645,530050952.19597685,625457052.3731076,1762623.1620054669,729138.1554412565,47189,168168999.57731047,284109508.8926804,573816.5065557233,969421.9878920882,684742800.4347973,2336439.66856119,497798785.4354669,1698560.1433333447
102383602.12216763,126373659.49870715,99330915.43564941,313101819.69515884,349347.3889123373,431204.8712692376,48001,6157884.050225761,18217396.113266576,21011.57479890543,62160.34240871364,108541486.1723934,370358.9637112427,144591055.61197373,493365.21367795125
35689566.50251436,27431694.733077534,33150067.296340577,80528361.61223583,121777.86882502236,93600.83772991264,48003,21964271.658934534,17276395.235443324,74945.2138268602,58949.513791456055,57653838.161448896,196723.08265188255,44708089.96852086,152550.3515213687
224162498.34590906,201768509.16366345,207630880.66373682,495463131.8765687,764874.2754310068,688462.8043947209,48005,19668234.69499749,51996429.32679899,67110.80966865813,177419.20035600255,243830733.04090655,831985.085099665,253764938.49046242,865882.0047507234
54895747.95346602,101871685.17598072,52471137.54735176,254404227.32050115,187312.08721343544,347600.6555997412,48007,3791536.3341148226,25791311.546917714,12937.260370159218,88003.6173643229,58687284.28758084,200249.34758359467,127662996.72289842,435604.2729640641
65345126.6606753,29583108.36968619,59986680.84102395,82665441.22541901,222966.85117420994,100941.76655875778,48009,84223.04704374849,52843.30361624399,287.38099618595004,180.308855687738,65429349.70771905,223254.2321703959,29635951.673302434,101122.07541444551
9791209.913768247,2159503.258436395,9428100.397355057,6876250.219055128,33408.998577585015,7368.531767247677,48011,1250643.161118966,2186097.78790434,4267.372057066791,7459.27607821549,11041853.074887212,37676.3706346518,4345601.046340735,14827.807845463167
64802767.190241896,129816077.43278995,65069021.75534834,334765403.3978499,221116.24364604635,442950.89008367475,48013,4261275.605730028,28167069.45681901,14540.07746788687,96110.04071052933,69064042.79597193,235656.32111393326,157983146.88960895,539060.930794204
47450102.60017216,93347494.54058333,42392532.14222508,235973512.29284665,161906.48798635663,318514.90671669506,48015,2167086.7418112676,11848782.012309626,7394.407689377382,40429.72675304619,49617189.34198343,169300.89567573403,105196276.55289295,358944.63346974127
43613209.15959462,5288058.057921929,39303715.519744076,19428080.347195283,148814.4627282375,18043.60499787385,48017,664679.8879150181,841539.391033912,2267.982162110126,2871.4519008012344,44277889.04750963,151082.4448903476,6129597.448955841,20915.05689867508
68567705.57350956,55898222.40575082,75278338.43180865,150972582.81436995,233962.74803100605,190732.6723960034,48019,18289611.77320327,20046423.23116931,62406.75249504135,68401.24265684851,86857317.34671283,296369.50052604737,75944645.63692012,259133.9150528519
184222970.95843762,186849330.5502485,170138247.15646654,469097632.40918386,628594.9365720652,637556.448442386,48021,27802882.82449444,79692491.98179978,94867.38420653611,271922.09897576226,212025853.78293207,723462.3207786015,266541822.53204829,909478.5474181483
19553822.304759488,10349535.74307219,18789922.65821413,31732609.29151476,66720.41834660665,35314.085589437826,48023,393304.89364531625,413187.97661576525,1342.0121464127167,1409.8560489056704,19947127.198404804,68062.43049301936,10762723.719687955,36723.9416383435
37117526.67830023,78479763.08352903,33586481.15014177,177004207.9431963,126650.2717151487,267784.0957673589,48025,1484533.739016234,14597648.52909995,5065.439921314331,49809.249647380166,38602060.41731647,131715.71163646303,93077411.61262898,317593.3454147391
892304376.2686459,826849684.9053212,861030057.3828886,2092198954.3814795,3044669.23905005,2821328.5375522124,48027,100597305.99287511,262932580.22144225,343252.2928651409,897163.3001419523,992901682.261521,3387921.5319151906,1089782265.1267636,3718491.8376941653
3339474161.1298647,4225041869.3406634,3039015415.218085,10973422481.147655,11394760.043105979,14416442.81413579,48029,623049661.1477072,2787905754.395241,2125933.91688786,9512730.316613685,3962523822.2775717,13520693.959993837,7012947623.735905,23929173.130749475
33501607.644490927,40729117.054815754,34181139.37694729,118164408.51764141,114312.24251128855,138973.53092565315,48031,4978033.745186719,8822676.34818638,16985.758019368903,30104.22452005337,38479641.389677644,131298.00053065745,49551793.403002135,169077.7554457065
5588438.4894729685,1583082.2224125108,4547361.395006148,4142596.4158058246,19068.545684347275,5401.701340547069,48033,1728326.468238793,1615438.1142990834,5897.295331989252,5512.104238200703,7316764.957711762,24965.841016336526,3198520.336711594,10913.805578747772
